question,c3_mean_minus_c0_mean,c3_std_minus_c0_std,c3_range_minus_c0_range,category_primary
Could Charlie Bucket be a hotel manager?,0.03765869513763154,-0.09252858906202341,-0.3011439471942442,c0_wrong_to_correct
Could Christopher Nolan borrow pants from Danny Devito?,0.026133969160124892,-0.022771209815930726,0.1049822017834734,c0_correct
Could Christopher Walken enlist in the United States Marine Corps?,0.20825072193394434,-0.18007376094592698,-0.4015022156623439,c0_correct
Could Chuck Norris ride a horse?,0.036071552940402984,-0.01953239842311938,-0.10612126119647103,c0_correct
Could Cosmic Girls play League of Legends alone?,0.05273906149289742,-0.09861379073665438,-0.3938868452362291,c0_wrong_to_correct
Could Durian cause someone's stomach to feel unwell?,0.075765536097673,-0.04089942331221086,-0.030937044800277036,c0_correct
Could Eddie Hall hypothetically deadlift the world's largest cheeseburger?,-0.16597566577791945,0.15476933115051594,0.2295019458711791,c0_correct
Could Edward Snowden have visited the headquarters of United Nations Conference on Trade and Development?,0.09843284158359478,-0.13868356936935142,-0.23249704956266415,c0_wrong_to_wrong
Could Edward Snowden join MENSA?,0.05327295582884373,-0.02843241981032539,0.15886228118109202,c0_correct
"Could Elizabeth I of England have seen the play Dido, Queen of Carthage ?",0.03676456134016459,-0.07659251251916496,-0.2077390886417576,c0_correct
Could Goofy have counted nine planets in his first year?,0.027237756665556057,-0.05057308026175268,-0.19581756658145844,c0_wrong_to_wrong
Could Intel products be purchased at McDonald's?,-0.04197136312943639,0.08390295369485617,0.2534630857786827,c0_correct
Could Jamie Brewer have attended the United States Naval Academy?,0.12103098365015963,-0.1564380707031398,-0.4489516686205597,c0_wrong_to_correct
Could Javier Sotomayor jump over the head of the average giraffe?,0.03151064001440229,-0.015219229452928668,-0.0037526741061371105,c0_correct
Could Johnny Carson's children fill out a water polo team?,0.0003646825747808391,-0.06107605332710542,-0.2068205673209368,c0_correct
Could Lil Wayne legally operate a vehicle on his own at the beginning of his career?,-0.04784815938002207,0.04721907589036112,0.06271842959227725,c0_correct
Could Lil Wayne's children ride in a Chevrolet Corvette ZR1 together?,0.03912430296430813,-0.04480949758448656,-0.09712210015250688,c0_wrong_to_correct
Could Marco Rubio ride the Candymonium roller coaster at Hershey Park?,0.020452853907000024,-0.004150865501468343,0.07980141979845456,c0_wrong_to_correct
Could Moulin Rouge have been hypothetically used as Spain's Spanish American War triage center?,0.0059838257004575235,0.026237930517349184,0.18443333285190877,c0_wrong_to_wrong
Could Oprah Winfrey buy dozens of her staff Bugatti luxury cars?,0.10431258090265161,-0.06896185028973431,-0.16831732618167694,c0_wrong_to_correct
Could Quartz be useful to humans if plants died off and there was no oxygen?,0.10350255080167903,-0.0796039105550716,-0.27779373886515446,c0_wrong_to_correct
Could Reza Shah be related to Queen Elizabeth I?,0.053302143876044705,-0.04453833232142329,0.007091376102871583,c0_correct
Could Robert Wadlow hypothetically see Frankenstein's monster's bald spot from above?,0.07306873056910346,-0.084700149951705,-0.13262253989184802,c0_wrong_to_correct
Could SNL be why Jenny McCarthy does not get along with her cousin?,0.06863611905925127,-0.06194394464935296,-0.06745737172114041,c0_wrong_to_wrong
Could Sainsbury's buy Tesco?,0.09214131337052478,-0.09335490398678925,-0.0809546752099396,c0_correct
Could Scooby Doo fit in a kangaroo pouch?,0.006215572763485722,0.005825773473487922,0.115105953234104,c0_correct
Could Stephen King join the NASA Astronaut Corps?,0.09908385605157166,-0.07487613956291422,0.007170577246266019,c0_correct
Could Sugar Ray Robinson box if he stole in Iran?,-0.013778741665993022,-0.01814663939433342,-0.05303883116419583,c0_correct
Could William Franklyn-Miller win a 2020 Nascar Cup Series race?,0.04370749306316968,-0.07124724509546218,-0.29413827237515644,c0_correct
Could a Bengal cat hypothetically best Javier Sotomayor's record?,-0.0027622079988034454,0.035296302346749686,0.21026508343487338,c0_wrong_to_wrong
Could a Diwali celebration feature a crustacean?,-0.03231804748409506,0.04610877433406402,0.053244195162363006,c0_wrong_to_correct
Could a bee hummingbird balance a scale with a single pea on it?,-0.014170279182670664,0.053346232323485315,0.33172857192262173,c0_correct
Could a chipmunk fit 100 chocolate chips in his mouth?,-0.028425899044853375,0.05525268626956109,0.1751697839468901,c0_correct
Could a dichromat probably easily distinguish chlorine gas from neon gas?,0.022744472156429274,-0.0499365171216479,-0.04097101702877015,c0_correct
Could a fan of the Botany Swarm vote for John Key?,-1.1640623453490484e-05,-0.005322877318567093,-0.014698314702508819,c0_correct
Could a giant squid fit aboard the deck of the titanic?,-0.020705203887253387,-0.010071268510860265,-0.07294046679151456,c0_wrong_to_correct
Could a hundred thousand lolcats fit on a first generation iPhone?,0.22010847680744272,-0.1821519133386329,-0.3481673121346459,c0_wrong_to_wrong
Could a markhor give birth three times in a single year?,-0.0011424597732025976,0.024642126598539288,0.07878168509261518,c0_correct
Could a silverfish reach the top of the Empire State Building?,0.1163552343394707,-0.13322830063463442,-0.18242238230662966,c0_correct
Could a single bitcoin ever cover cost of a Volkswagen Jetta?,0.04899401333510711,-0.043169783318209254,-0.15957229078427515,c0_correct
Could a sloth hypothetically watch an entire episode of Scrubs underwater?,0.07185523298545426,-0.07687785190861571,-0.0980441779118969,c0_wrong_to_correct
Could a snowy owl survive in the Sonoran?,0.003253517529877681,0.014320374323020302,0.1896318033339307,c0_correct
Could a student at the University of Houston see a caracal on campus?,-0.01973722403739475,0.056621283775475734,0.38045016625936434,c0_correct
Could a wandering albatross fly from Bucharest to New York City without a rest?,0.16023769174443392,-0.1372869516489468,-0.33839791923201523,c0_wrong_to_correct
Could a young Wizard of Oz Scarecrow have gotten Cerebral palsy?,0.021504478464007826,-0.04759824557308437,-0.17367249934850615,c0_correct
Could all Tahiti hotels hypothetically accommodate US D-Day troops?,0.013883966457705621,0.008148384701199801,0.07469462841377061,c0_correct
Could amoebas have played a part in the Black Death?,-0.040540716301945,0.042029966588087664,0.22833165749531603,c0_wrong_to_correct
Could an elephant easily defeat a male macaque?,-0.07625576768162112,0.13639113932794397,0.40231682314811257,c0_correct
Could an escapee swim nonstop from Alcatraz island to Siberia?,0.03312752022354071,-0.023135384673606207,-0.08878163483603363,c0_correct
Could an infant solve a sudoku puzzle?,0.032977239601873376,-0.057588329261737785,-0.19313129554348607,c0_correct
Could chives be mistaken for grass?,0.0812419566939,-0.10627114756249942,-0.3193130779685631,c0_correct
Could eating Chinook salmon help Ryan Reynolds?,0.016236775147351223,-0.012823955454861202,-0.04367663994676951,c0_correct
Could largest ship from Voyages of Christopher Columbus haul Statue of Liberty?,-0.012815649635606552,0.04891633430201302,0.16577604514708255,c0_correct
Could morphine cure HIV?,0.05942756676491834,-0.03625273253270961,0.10880739655744276,c0_correct
Could someone mistake the smell of your brussels sprouts for a fart?,-0.03087669137260285,0.05686255042142324,0.21967345436376107,c0_correct
Could someone theoretically use an armadillo as a shield?,0.008202647231493887,-0.009712370747313598,-0.04379725649961552,c0_wrong_to_correct
Could someone with fine motor control issues benefit from an altered keyboard layout?,0.10153987943678355,-0.08836218012674482,-0.16378427702287568,c0_correct
Could the Austrian casualties from Seven Years' War fit in Indianapolis Motor Speedway?,0.06668982449282046,-0.0301240031567431,0.07866911214976635,c0_wrong_to_correct
Could the Port of Baltimore handle the entire world's cargo production of ginger each year?,-0.05955870685019793,0.07704554352675558,0.19161096621978624,c0_wrong_to_wrong
Could the Powepuff Girls make the background to the Azerbaijani flag?,0.03168233261327835,-0.030784330615437838,0.10947853999663182,c0_wrong_to_wrong
Could the Spice Girls compete against ŽRK Kumanovo?,-0.07281638737207752,0.1303922164130006,0.37670006454795846,c0_correct
Could the children of Greek hero Jason hypothetically fill a polo team?,0.12040736430859933,-0.09361764878009798,0.0427661363822176,c0_wrong_to_correct
Could the endowment of Johns Hopkins University pay off the MBTA debt?,0.10254323676139432,-0.07905636130334281,-0.04899738243461127,c0_correct
"Could the main character of ""Alice's Adventures in Wonderland"" join a Masonic Lodge?",0.019041335542680282,-0.07203043089047426,-0.2945318254909267,c0_correct
Could the members of The Police perform lawful arrests?,0.0035099199219416066,-0.01112196901620223,-0.043407592436850995,c0_correct
Could you buy Hershey's Kisses in red foil with farthings after 1960?,0.05782181725063773,-0.0618627556967514,0.01356825243204296,c0_correct
Could you go to New York Public Library and the Six Flags Great Escape in the same day?,-0.0031903118694445176,0.01575709085458632,-0.0401812263846113,c0_wrong_to_wrong
Could you make the kitchen 'holy trinity' without celery?,0.002559045986031072,-0.01080083440775885,-0.13301975296756163,c0_correct
Could you windsurf in Puerto Rico during Hurricane Maria?,0.03982823438114225,-0.02077649240069679,-0.029706242218431878,c0_correct
Did Al Capone carry a smartphone?,0.019109226122937306,0.008830269021814982,0.062120768109468205,c0_correct
Did Al Pacino act in a movie during World War II?,-0.05765231411516725,0.08104337494111052,0.30749665017885075,c0_correct
Did Alan Rickman have an improperly functioning organ?,0.020783520933885358,-0.007888102832333266,-0.055552256616342666,c0_wrong_to_correct
Did Alfred Hitchcock include internet slang in his films?,-0.059180345283210256,0.042576328818324224,0.048102400032582704,c0_correct
Did Alfred Nobel write a banned book?,-0.022128501290012537,0.03631428273967449,0.07809680971451316,c0_wrong_to_correct
Did Alice's Adventures in Wonderland inspire Macbeth?,0.02173933195251676,-0.04249975336798344,-0.06723012759593605,c0_correct
Did Andy Warhol influence Art Deco style?,-0.0270242262025574,0.0584890999699152,0.24425478479321094,c0_correct
Did Archduke Franz Ferdinand of Austria participate in the Pacific War?,-0.01684691049843079,0.010827935977967273,-0.11302819666581243,c0_correct
Did Benito Mussolini wear bigger shoes than Hafþór Björnsson?,0.10669007253675677,-0.06849430299122944,-0.09190644985632335,c0_correct
Did Bill Gates achieve Latin honors?,-0.024813319580157867,0.040221096462455,0.07063515594875536,c0_correct
Did Bill Gates help to develop the PlayStation 4?,-0.07558999366120112,0.11949428536433865,0.3209376841913203,c0_correct
Did Brad Peyton need to know about seismology?,0.07715178850691673,-0.10631669158470541,-0.21436313460299938,c0_wrong_to_correct
Did Brazilian jiu-jitsu Gracie founders have at least a baker's dozen of kids between them?,0.19925118190464908,-0.2048176412652216,-0.3099240469379373,c0_wrong_to_correct
Did Bruiser Brody wrestle on WWE Raw?,-0.011854003943163938,0.00989779596433124,0.051876570535361655,c0_correct
Did Christina Aguilera turn her chair around for Kelly Clarkson on The Voice?,0.004073670449844968,0.022131655325762875,0.1913219390140386,c0_correct
Did Christopher Columbus break the fifth commandment in Christianity?,0.09952875294929964,-0.05813533650092312,-0.026783548016284575,c0_wrong_to_correct
Did Clark Gable appear in any movies scored by John Williams?,0.026874333439368847,-0.044288696437174035,-0.1811642481916168,c0_correct
Did Clark Gable marry more women once than Richard Burton?,-0.07822375447167851,0.12537741343409425,0.4295444173599108,c0_wrong_to_wrong
Did Columbus obtain his funding from the rulers of the Portugese Empire?,0.043442640848344816,-0.046864592572882974,-0.0059196215712961076,c0_correct
Did Confederate States Army influence West Point fashion?,-0.007911193285909945,0.010178443716479718,-0.08509773791196995,c0_wrong_to_correct
Did Cynthia Powell celebrate a silver anniversary with John Lennon?,0.03348539168765585,-0.0455227400446569,-0.05187554301283459,c0_correct
Did Dale Jr hug his dad after their last Daytona 500 together?,0.057829381647003686,-0.05586140076604125,-0.06406295613280577,c0_correct
Did Demi Lovato's ancestors help turn maize into popcorn?,0.05793166608532929,-0.052181565023174364,0.07954133451658874,c0_wrong_to_correct
Did Disney get most of Rudyard Kipling's The Jungle Book profits?,0.020423470699035606,0.014103139484695604,0.09491101620971276,c0_wrong_to_correct
Did Disney's second film rip off a prophet story?,0.014804488048559605,-0.028065714554984356,-0.010668119435031875,c0_wrong_to_correct
Did Doctor Strange creators also make Batman?,-0.08387378674364465,0.173226656919683,0.6598341096502904,c0_correct
Did Donatello use a smartphone?,-0.0795548741230534,0.20519170552061,0.668472727162947,c0_correct
Did Douglas Adams use email as a child?,0.09788738756491522,-0.08920541905007351,-0.127609598979866,c0_correct
Did Eddie Murphy's father see his first stand up show?,0.09422917502256145,-0.15657728600667883,-0.5907131635509301,c0_correct
Did Eiffel Tower contribute to a war victory?,0.09043793834331715,-0.0906920110182366,-0.12541906885396104,c0_wrong_to_correct
Did Elizabeth II frequently visit Queen Victoria?,-0.015361780038433581,0.045036326023882245,0.06467809548520476,c0_correct
Did Elle Fanning play an essential part in ending apartheid?,0.07108764586932759,-0.12140606573177436,-0.41453477988196286,c0_correct
Did Emma Stone pursue a higher education?,0.049598250374719544,-0.11381901345363514,-0.42905891683286546,c0_wrong_to_correct
Did England win any Olympic gold medals in 1800?,0.010407173616522658,0.012692969213409344,0.2051638757902292,c0_correct
Did Eric Clapton have similar taste in women to one of the Beatles?,0.10090005023556714,-0.1307225512953744,-0.35729657053522546,c0_wrong_to_correct
Did Evander Holyfield compete in an Olympics hosted in the western hemisphere?,0.008512875430110589,0.01655344321940877,0.35556003429213456,c0_correct
Did France win the French Revolution?,0.028376071643320455,-0.028197053864186916,0.04977924835361469,c0_correct
Did François Mitterrand serve under Napoleon Bonapart in the French army?,-0.00391531023300784,-0.0006980397350546952,-0.03289066707137078,c0_correct
Did Gauss have a normal brain structure?,0.08563593005612591,-0.07237461823079029,-0.28868832503286646,c0_correct
Did Gladiator's weapon of choice require less hands than Soul Calibur's Faust?,0.0001745694249345453,0.029845399708844922,0.24554761311202344,c0_correct
Did Hamlet's author use email?,-0.009514947685850483,-0.008063655910858752,-0.01637298069285431,c0_correct
Did Harvey Milk ever run for governor?,0.004712195531280661,-0.004190133588966,-0.03101295547480276,c0_correct
Did Heracles famous labors exceed a baker's dozen?,-0.08801456320328882,0.19940009700508107,0.6126808228554698,c0_correct
Did Holy Saturday 2019 have special significance to pot smokers?,0.08835589305023395,-0.052289619568943985,-0.003400677897177795,c0_wrong_to_correct
Did Ice make people rich?,0.13203960270766157,-0.10652722571803849,-0.07332245785393421,c0_wrong_to_correct
Did Irish mythology inspire Washington Irving?,0.02838861504934198,0.017989232314808853,0.2905642166027498,c0_wrong_to_correct
Did Ivan the Terrible use the Byzantine calendar?,0.013271995684653093,-0.06061301278278455,-0.2675104562765772,c0_wrong_to_correct
Did Jack Dempsey fight the current WBC heavyweight champion?,0.017535282196110558,-0.012578766718770812,-0.03899440204847027,c0_correct
Did Jack Dempsey have most title fight wins in either of his weight classes?,0.0905737210512021,-0.10330312124754384,-0.31781213941186925,c0_wrong_to_correct
Did Jackson 5 members exceed number in The Osmonds?,0.0483332141280689,-0.024149872934801864,0.013075891023641928,c0_correct
Did James Watson's partner in studying the double helix outlive him? ,0.03702851070507429,-0.03377704419609953,0.015741889914838936,c0_correct
Did Jane Austen suffer from middle child syndrome?,-0.05301436797237613,0.04973689088661051,0.0653919872146802,c0_correct
Did Japanese serfdom have higher status than English counterpart?,0.09935094420728396,-0.16371100188410997,-0.4790730300793916,c0_wrong_to_correct
Did Jay-Z ever collaborate with Louis Armstrong?,0.11342633150729675,-0.15522110360718716,-0.5302754093276673,c0_correct
Did Jeremy Irons master sweep picking as a child?,-0.037906825881471984,0.05067856171664398,0.1837833502998869,c0_correct
Did Jerry Seinfeld have reason to cheer in 1986?,-0.012927242212734447,0.06649235436862205,0.3354112689759845,c0_correct
Did Johann Sebastian Bach ever win a Grammy Award?,-0.02645508789113893,0.04567652595995915,0.18547946382713076,c0_correct
Did Johann Sebastian Bach leave his first wife for his second wife?,-0.013421661278770092,0.04543902452204254,0.3726025961178139,c0_correct
Did John Kerry run in the 2010 United Kingdom general election?,-0.11669016258480591,0.18044767448729174,0.5191542181137645,c0_correct
Did John Lennon listen to Compact discs?,0.0556192450598193,-0.11005990991569414,-0.23031619317748397,c0_correct
Did Johnny Carson win enough Emmy's to fill a carton if Emmy's were eggs?,0.03927499631737874,-0.10665684470350406,-0.19045357458754386,c0_correct
Did Jon Brower Minnoch suffer from anorexia nervosa?,-0.041843069338172834,0.07554805869169257,0.0021157061152400347,c0_correct
Did Julia Roberts practice blast beats as a child?,0.014312313876567617,-0.01841496590901262,-0.054392547264212276,c0_correct
Did Julius Caesar read books on Pharmacology?,0.04107320082937882,-0.04305600275047777,-0.1144523078985159,c0_correct
Did Karl Marx influence the communist party of China?,0.009797174028177702,-0.0029826386213657463,0.05123483845573695,c0_correct
Did Kim Il-sung network on LinkedIn?,0.025198179957709343,-0.02487888456439974,-0.12171790442598451,c0_correct
Did King James I despise fairy beings?,0.1640546557256376,-0.17783730338228623,-0.46201193817061204,c0_wrong_to_correct
Did King of Portuguese people in 1515 have familial ties to the Tudors?,0.06438837117422513,-0.05546768232184279,-0.10572121945221391,c0_wrong_to_correct
Did Klingons appear in the movie The Last Jedi?,-0.08055067459970833,0.1491451526669331,0.5849328977942418,c0_correct
Did Kurt Cobain's music genre survive after his death?,0.0027861471797274717,0.020793069348632787,0.10141594589095682,c0_correct
Did Leonardo da Vinci lack contemporary peers in his home city?,0.056082845548298454,-0.06724524915761607,-0.22091455683109074,c0_correct
Did Martin Luther believe in Satan?,0.10381770346422092,-0.16415766443040153,-0.47386688448992664,c0_correct
Did Medieval English lords engage in fair trade with peasants?,0.040425892606970604,-0.049044864099404284,-0.05192288763780739,c0_correct
Did Metallica band members cutting their hair hurt their sales?,0.11451930676572786,-0.026901842239949486,0.010454067020966296,c0_wrong_to_wrong
Did Methuselah live at least 800 years as long as Sarah?,0.08399631490813464,-0.09675570110763154,-0.3107715850327416,c0_wrong_to_correct
Did Mickey Mouse appear in a cartoon with Bugs Bunny in 1930?,-0.08099511333572251,0.1279071427870767,0.38023828815607863,c0_correct
Did Mike Tyson do something very different than McGruff's slogan to Evander Holyfield in 1997?,-0.05922007660639883,0.06432276115285288,0.19007116946525582,c0_wrong_to_wrong
Did Mike Tyson train to use the gogoplata?,-0.012771641566325265,0.037731293927411313,0.058328102161095186,c0_correct
Did Millard Fillmore help to establish the University of Pittsburgh?,0.006633165576283351,0.006262540988441104,0.13167625637347358,c0_correct
Did Modern Family win a Slammy award?,0.013068483944178477,0.018898938752738487,0.062321309465143804,c0_correct
Did Monty Python write the Who's on First sketch?,-0.0552072954131565,0.09714267744422443,0.43932406667244006,c0_wrong_to_correct
Did Moon Jae-in earn the Abitur as a teenager?,0.012284605878456811,0.004121137725116991,0.11168968261645895,c0_correct
Did Naruto escape the Temple of Doom?,0.047948399489724736,-0.09856695646409243,-0.33412891949546153,c0_correct
Did Native American tribes teach Spaniards how to cultivate maize?,-0.06737473014305273,0.14487864774186548,0.5276848873085123,c0_correct
Did Neanderthals use arithmetic?,-0.03131693618899112,0.057497306562262096,0.28285293293337876,c0_correct
Did Nine Inch Nails inspire Aretha Franklin's sound?,0.05107230238172078,-0.07914486692191627,-0.014188557721034667,c0_correct
Did Osama bin Laden likely abstain from alcohol?,0.07217301535634324,-0.049085910191844606,-0.24235047579826374,c0_correct
Did Paul the Apostle's cause of death violate the tenets of Ahimsa?,-0.03359195218706168,0.04102603659914342,0.048385595582753016,c0_wrong_to_wrong
Did Pedubastis I know Japanese people?,-0.09023982869588987,0.1717695083945721,0.5450044660130523,c0_correct
Did Pink Floyd have a song about the French Riviera?,0.07035775417877554,-0.11688948345391818,-0.2475892841311914,c0_correct
Did Polar Bears roam around in Ancient Greece?,-0.03321998061322484,0.05465295908388826,0.10975333956462863,c0_correct
Did President William Howard Taft read DC Comics?,0.052780999375330206,-0.11663767517476933,-0.5210301727755838,c0_correct
Did Queen Elizabeth I read the works of Jean-Paul Sartre?,0.0009933622129000286,-0.03170915816731572,-0.20576185527587854,c0_correct
Did Queen Elizabeth The Queen Mother and her daughter share name with Tudor queen?,0.015199341219284346,0.006781590356006284,0.11264283873343761,c0_correct
Did Rahul Dravid ever kick a field goal?,-0.03053169435272607,0.07632890497857965,0.3628185344758197,c0_correct
Did Rand Paul frequently swim in Lake Michigan during his undergraduate years?,0.05429165456901641,-0.03945045415167814,0.1420597154592268,c0_correct
Did Richard III's father have greater longevity than him?,-0.02998288096020918,0.039583044048721344,0.1262713287930335,c0_correct
Did Rumi spend his time in a state of euphoria?,-0.006412545350784726,-0.005474616331796078,0.02470302784795353,c0_wrong_to_wrong
Did Saint Augustine use the Julian calendar?,0.0012142514327290188,0.005759457194469381,-0.0743832347702924,c0_correct
Did Sartre write a play about Hell?,-0.029523314416694646,0.03077354884746933,0.0016091395782008577,c0_correct
Did Secretariat win a Formula One championship?,-0.07669996306172433,0.12632207485723662,0.3940493243333132,c0_correct
Did Snoop Dogg refuse to make music with rival gang members?,0.05254984993894185,-0.07179145180102331,-0.023772754304499766,c0_wrong_to_correct
Did Solomon make up bigger percentage of Islamic prophets than Kings of Judah?,-0.025357916842402295,0.06605932985440677,0.1725874975592181,c0_correct
Did Sony definitively win the video game war against Sega?,0.08601209303252788,-0.08024870450440308,-0.17426308355721698,c0_wrong_to_correct
Did Spiderman fight against Falcon in the MCU?,0.07447566256011562,-0.08482766241753276,-0.1419189430065455,c0_wrong_to_wrong
Did Subway have a sex offender as a spokesperson?,0.150130352257403,-0.17601076569974916,-0.3134599492529352,c0_wrong_to_correct
Did Terry Pratchett write about quantum mechanics?,0.04386836450998188,-0.02512809164439947,0.010035060268186125,c0_wrong_to_correct
Did The Who have to cancel tours due to World War II?,0.019728554058799586,-0.09411952191011078,-0.3481484790058128,c0_correct
Did Thomas Greenhill's parents violate the concept of monogamy?,0.007298252161452079,-0.01768506569768616,-0.10850961109891188,c0_wrong_to_correct
Did Tony Bennett have more children than he had wives?,0.0005601536837478438,0.009468449885525032,0.0703470984979212,c0_correct
Did U2 play a concert at the Polo Grounds?,-0.019152339362333848,0.019914470186984362,0.07843485117898552,c0_correct
Did University of Pittsburgh founder have great deal in common with Judith Sheindlin?,-0.09362638975831672,0.052854674936658186,0.07472407346054166,c0_wrong_to_wrong
Did Van Gogh suffer from a mental disorder?,0.14038259417612486,-0.2185419116612904,-0.6105387219849607,c0_correct
Did Wednesday have something to do with Thor?,0.09419714176065896,-0.19287284048224165,-0.6876410825450763,c0_wrong_to_correct
Did Woodrow Wilson consider Blacks to be equal members of society?,0.07585080661349453,-0.04027170916773676,0.21735864128867144,c0_correct
Did Zorro carve his name into items regularly?,0.15605593699218467,-0.16769703797222651,-0.49671695730736953,c0_correct
Did a Polish poet write sonnets about Islamic religion?,0.09232375559051542,-0.11454945602116112,-0.25601314196468905,c0_correct
Did any Golden Globe winners attend John Kerry's alma mater?,0.11390787880626418,-0.22079289492005336,-0.7667525776430217,c0_correct
Did any citizen of San Antonio vote for Boris Johnson?,-0.08515884947438501,0.08590153823512314,-0.012075424861646589,c0_correct
Did any cultures associate celery with death?,0.022656833293253853,0.015701524839213665,0.08221830889372705,c0_correct
Did any killer Manson band members were named for exceed Charles Manson's kills?,0.12716539066782806,-0.15324154447715804,-0.37510996268926466,c0_wrong_to_correct
Did any of religions in which Himalayas are sacred originate in 19th century?,0.0791083860848496,-0.06582311340363647,0.005524035969551866,c0_correct
Did any of the amazons on Xena: Warrior Princess star on later shows?,0.08399961001520662,-0.1677457858579663,-0.5656705923550043,c0_correct
Did anyone in the 1912 election take a majority of the popular vote?,-0.0008244944218704919,-0.0028808739940548167,-0.02073810243770069,c0_correct
Did breakdancing grow in popularity during WW2?,0.00651297428308828,-0.017089395527683682,-0.058181068632993216,c0_correct
Did children read Harry Potter and the Philosopher's Stone during the Albanian Civil War?,0.05460668485367193,-0.10121271062886458,-0.43765021115070957,c0_correct
Did compact discs make computer gaming more popular?,0.023953510379655985,-0.07858769395183016,-0.29068434894925654,c0_correct
Did eggs need to be kept cold in the middle ages?,0.024558011598042606,-0.04355503970977399,-0.1232641838944799,c0_correct
Did either Kublai Khan or his grandfather practice monogamy?,-0.03730119069613158,0.088122465253575,0.24478027954947912,c0_correct
Did land owners elect their rulers in the Kingdom of Hungary?,0.06094999919230004,-0.06328136899629747,-0.12977935418246755,c0_correct
Did mercenaries fight for England in the Glorious Revolution?,0.07701128199136964,-0.09983789359380253,-0.1852537824879572,c0_wrong_to_correct
Did pirates who had scurvy need more Vitamin C?,-0.015495338041377371,0.07683664770222542,0.33761082054562797,c0_correct
Did producer of Easy Rider ever star in a movie with Dean Cain's Princeton girlfriend?,0.14658430265612787,-0.10376586161020784,-0.0918281525252328,c0_wrong_to_correct
Did the 40th president of the United States forward lolcats to his friends?,0.05757204592269205,-0.04410863002083515,0.15136463128206268,c0_correct
Did the Beatles write any music in the Disco genre?,-0.045508177372122094,0.021066309594341998,0.06197850845278752,c0_correct
Did the Cherokee people send a delegation to oppose allotment?,0.08551600970240036,-0.10227518306447825,-0.19647020808438231,c0_correct
Did the Eastern Orthodox Church and the Byzantine Empire ever use the same calendar?,0.028751634695693196,-0.07059169419597298,-0.21095600432094364,c0_correct
"Did the Gunpowder plot eliminate Mary, Queen of Scots bloodline?",0.05022723696468889,-0.09252548084994353,-0.20023674421233206,c0_correct
Did the Nepalese Civil War take place near India?,-0.02779839846218335,0.09631507006005544,0.21908184580804568,c0_correct
Did the Paramount leader produce Titanic?,-0.01772394585114756,0.06682111133122987,0.3404488711723004,c0_correct
Did the Qwerty keyboard layout predate computers?,0.10917545065946044,-0.12851167135857916,-0.07013657820143493,c0_correct
Did the Royal Air Force fight in the Boxer Rebellion?,-0.001753134835096537,0.004355855727317441,0.02310182397417415,c0_correct
Did the Space Race use relay batons?,0.0805097807505526,-0.11961570165436088,-0.16393993445439714,c0_correct
Did the Wall Street Crash of 1929 hurt the stocks of robotics companies?,0.11853862972808837,-0.10951906104902007,-0.13908973529221536,c0_correct
Did the Watergate scandal help the Republican party?,0.0033201359191693536,0.012976817480370634,0.20514667573416479,c0_correct
Did the band Led Zeppelin own a prime number of gilded gramophones?,-0.0027647845934736237,0.016736911598914196,0.07394833769769749,c0_wrong_to_correct
Did the color green help Theodor Geisel become famous?,-0.026678111492457024,0.0445137494008484,0.09954002115766603,c0_wrong_to_correct
Did the crew of Apollo 15 take pictures of Mount Sharp?,0.02321206918107588,-0.03874655618557274,-0.2854160184430945,c0_correct
Did the death of Helen Palmer have a significant effect on Dr. Seuss?,0.07724431676776888,-0.12699758758889104,-0.4326599451248051,c0_wrong_to_correct
Did the first Duke of Valentinois play a key role in the Hundred Years' War?,0.06377008398831907,-0.029933917017027606,0.09589810119851394,c0_correct
"Did the founders of the biggest city in Orange County, California speak Italian?",0.12073336648787969,-0.21324341854169832,-0.6565868321008868,c0_correct
Did the iPhone usher in the scientific revolution?,0.019319454502996547,0.01030800922176453,0.20870015851823898,c0_correct
Did the lead singer of Led Zepplin ever perform with Ernest Chataway?,0.18969145804876997,-0.28419434138703586,-0.8743855814507654,c0_wrong_to_correct
Did the leader of Heaven's Gate consider himself a prophet?,0.12103728841293304,-0.20351758221229307,-0.6296148228704833,c0_correct
Did the phone Alexander Graham Bell use have call waiting?,0.04662371231114071,-0.07314498372993293,-0.0849151471708427,c0_correct
Did the swallow play a role in a famous film about King Arthur?,0.05030317238236859,-0.025157421176856515,-0.056310832410221834,c0_wrong_to_correct
Did travelers sing sea shanties on the Oregon Trail?,0.044184053089760034,-0.030197310210893613,0.08205736200670644,c0_correct
Did villain that killed Superman murder Robin?,0.007836677171921602,0.01750589924890561,0.03416976900637814,c0_correct
Do American teams in National Hockey League outnumber Canadian teams?,0.02662021591285113,-0.05585982445995104,-0.2931143896817049,c0_wrong_to_correct
Do Apollo and Baldur share similar interests?,0.060394317903799344,-0.12387060660203297,-0.49518898441993664,c0_wrong_to_correct
Do Bing (search engine) searches earn the searcher more than competitors do?,0.021990502046313365,-0.04937194223179567,-0.14112841280471722,c0_wrong_to_wrong
Do Chinese Americans face discrimination at a Federal level in the US?,-0.16347950569341485,0.03222037110835446,0.07731639713770988,c0_wrong_to_wrong
Do Flat Earthers doubt the existence of Earth's magnetic field?,0.023185241980265614,-0.0022761921971492793,0.24981913368062558,c0_wrong_to_correct
